table_schema,table_name,column_name,ordinal_position,data_type,is_nullable,column_default,character_maximum_length,numeric_precision,numeric_scale
public,contract_aud,invoice_deductions,20,bigint,YES,,,64.0,0.0
public,contract_aud,contract_term_unit_id,21,bigint,YES,,,64.0,0.0
public,contract_aud,notice_period_unit_id,22,bigint,YES,,,64.0,0.0
public,contract_aud,warranty_period_unit_id,23,bigint,YES,,,64.0,0.0
public,contract_aud,warranty_ends_reminder_unit_id,24,bigint,YES,,,64.0,0.0
public,contract_aud,client_id,25,bigint,YES,,,64.0,0.0
public,contract_aud,contractor_id,26,bigint,YES,,,64.0,0.0
public,contract_aud,created_by_id,27,bigint,YES,,,64.0,0.0
public,contract_aud,owning_facility_id,28,bigint,YES,,,64.0,0.0
public,contract_aud,rev,29,bigint,NO,,,64.0,0.0
public,contract_aud,revend,30,bigint,YES,,,64.0,0.0
public,contract_aud,revtype,31,smallint,NO,,,16.0,0.0
public,contract_aud,created_by_user,32,character varying,YES,,50.0,,
public,contract_aud,created_date,33,timestamp without time zone,YES,now(),,,
public,contract_aud,last_modified_by,34,character varying,YES,,50.0,,
public,contract_aud,last_modified_date,35,timestamp without time zone,YES,,,,
public,contract_documents,documents_id,1,bigint,NO,,,64.0,0.0
public,contract_documents,contracts_id,2,bigint,NO,,,64.0,0.0
public,contract_documents_aud,contracts_id,1,bigint,NO,,,64.0,0.0
public,contract_documents_aud,documents_id,2,bigint,NO,,,64.0,0.0
public,contract_documents_aud,rev,3,bigint,NO,,,64.0,0.0
public,contract_documents_aud,revend,4,bigint,YES,,,64.0,0.0
public,contract_documents_aud,revtype,5,smallint,YES,,,16.0,0.0
public,contract_systems,systems_id,1,bigint,NO,,,64.0,0.0
public,contract_systems,contracts_id,2,bigint,NO,,,64.0,0.0
public,contract_systems_aud,contracts_id,1,bigint,NO,,,64.0,0.0
public,contract_systems_aud,systems_id,2,bigint,NO,,,64.0,0.0
public,contract_systems_aud,rev,3,bigint,NO,,,64.0,0.0
public,contract_systems_aud,revend,4,bigint,YES,,,64.0,0.0
public,contract_systems_aud,revtype,5,smallint,YES,,,16.0,0.0
public,coordinate,id,1,bigint,NO,,,64.0,0.0
public,coordinate,name,2,character varying,NO,,255.0,,
public,coordinate,created_on,3,timestamp without time zone,YES,,,,
public,coordinate,category,4,character varying,YES,,255.0,,
public,coordinate,coordinate_x_axis,5,numeric,YES,,,,
public,coordinate,coordinate_y_axis,6,numeric,YES,,,,
public,coordinate,coordinate_z_axis,7,numeric,YES,,,,
public,coordinate,ext_system,8,character varying,YES,,255.0,,
public,coordinate,ext_object,9,character varying,YES,,255.0,,
public,coordinate,ext_identifier,10,character varying,YES,,255.0,,
public,coordinate,clockwise_rotation,11,numeric,YES,,,,
public,coordinate,elevational_rotation,12,numeric,YES,,,,
public,coordinate,yaw_rotation,13,numeric,YES,,,10.0,2.0
public,coordinate,relative_to,14,character varying,YES,,255.0,,
public,coordinate,lrm,15,character varying,YES,,255.0,,
public,coordinate,owning_facility_id,16,bigint,YES,,,64.0,0.0
public,coordinate,created_by_id,17,bigint,YES,,,64.0,0.0
public,coordinate,facility_id,18,bigint,YES,,,64.0,0.0
public,coordinate,floor_id,19,bigint,YES,,,64.0,0.0
public,coordinate,space_id,20,bigint,YES,,,64.0,0.0
public,coordinate,asset_component_id,21,bigint,YES,,,64.0,0.0
public,coordinate,asset_component_assembly_id,22,bigint,YES,,,64.0,0.0
public,coordinate,predefined_type,23,character varying,YES,,255.0,,
public,coordinate,model_id,24,bigint,YES,,,64.0,0.0
public,coordinate_attributes,attributes_id,1,bigint,NO,,,64.0,0.0
public,coordinate_attributes,coordinates_id,2,bigint,NO,,,64.0,0.0
public,coordination_document,id,1,bigint,NO,,,64.0,0.0
public,coordination_document,entity_id,2,bigint,NO,,,64.0,0.0
public,coordination_document,entity_type,3,character varying,NO,,255.0,,
public,coordination_document,document_id,4,bigint,NO,,,64.0,0.0
public,coordination_document,owning_facility_id,5,bigint,NO,,,64.0,0.0
public,coordination_document,created_by_user,6,character varying,YES,,50.0,,
public,coordination_document,created_date,7,timestamp without time zone,YES,now(),,,
public,coordination_document,last_modified_by,8,character varying,YES,,50.0,,
public,coordination_document,last_modified_date,9,timestamp without time zone,YES,,,,
public,dashboard_entry,id,1,bigint,NO,,,64.0,0.0
public,dashboard_entry,category,2,character varying,NO,,255.0,,
public,dashboard_entry,content,3,jsonb,YES,,,,
public,dashboard_entry,configuration,4,jsonb,YES,,,,
public,dashboard_entry,owning_facility_id,5,bigint,NO,,,64.0,0.0
public,dashboard_entry,created_by_user,6,character varying,YES,,50.0,,
public,dashboard_entry,created_date,7,timestamp without time zone,YES,now(),,,
public,dashboard_entry,last_modified_by,8,character varying,YES,,50.0,,
public,dashboard_entry,last_modified_date,9,timestamp without time zone,YES,,,,
public,data_format_entry,id,1,bigint,NO,,,64.0,0.0
public,data_format_entry,name,2,character varying,NO,,255.0,,
public,data_format_entry,data_type,3,character varying,NO,,255.0,,
public,data_format_entry,unit,4,character varying,YES,,255.0,,
public,data_format_entry,template_id,5,bigint,NO,,,64.0,0.0
public,data_format_template,id,1,bigint,NO,,,64.0,0.0
public,data_format_template,name,2,character varying,NO,,255.0,,
public,data_sample,id,1,bigint,NO,,,64.0,0.0
public,data_sample,name,2,character varying,NO,,255.0,,
public,data_sample,type,3,character varying,NO,,255.0,,
public,data_sample,state,4,character varying,NO,'FINISHED'::character varying,255.0,,
public,data_sample,template_id,5,bigint,NO,,,64.0,0.0
public,data_set,id,1,bigint,NO,,,64.0,0.0
public,data_set,sample_id,2,bigint,NO,,,64.0,0.0
public,data_set,vuid,3,character varying,NO,,255.0,,
public,data_set,attributes,4,json,NO,,,,
public,data_sheet,id,1,bigint,NO,,,64.0,0.0
public,data_sheet,name,2,character varying,NO,,255.0,,
public,data_sheet,created_on,3,timestamp without time zone,YES,,,,
public,data_sheet,sample_id,4,bigint,YES,,,64.0,0.0
public,data_sheet,description,5,character varying,YES,,255.0,,
public,data_sheet,asset_component_id,6,bigint,YES,,,64.0,0.0
public,data_sheet,owning_facility_id,7,bigint,NO,,,64.0,0.0
public,data_sheet,created_by_id,8,bigint,YES,,,64.0,0.0
public,data_sheet,created_by_user,9,character varying,YES,,50.0,,
public,data_sheet,created_date,10,timestamp without time zone,YES,now(),,,
public,data_sheet,last_modified_by,11,character varying,YES,,50.0,,
public,data_sheet,last_modified_date,12,timestamp without time zone,YES,,,,
public,data_sheet,data_sample_id,13,bigint,YES,,,64.0,0.0
public,databasechangelog,id,1,character varying,NO,,255.0,,
public,databasechangelog,author,2,character varying,NO,,255.0,,
public,databasechangelog,filename,3,character varying,NO,,255.0,,
public,databasechangelog,dateexecuted,4,timestamp without time zone,NO,,,,
public,databasechangelog,orderexecuted,5,integer,NO,,,32.0,0.0
public,databasechangelog,exectype,6,character varying,NO,,10.0,,
public,databasechangelog,md5sum,7,character varying,YES,,35.0,,
public,databasechangelog,description,8,character varying,YES,,255.0,,
public,databasechangelog,comments,9,character varying,YES,,255.0,,
public,databasechangelog,tag,10,character varying,YES,,255.0,,
public,databasechangelog,liquibase,11,character varying,YES,,20.0,,
public,databasechangelog,contexts,12,character varying,YES,,255.0,,
public,databasechangelog,labels,13,character varying,YES,,255.0,,
public,databasechangelog,deployment_id,14,character varying,YES,,10.0,,
public,databasechangeloglock,id,1,integer,NO,,,32.0,0.0
public,databasechangeloglock,locked,2,boolean,NO,,,,
public,databasechangeloglock,lockgranted,3,timestamp without time zone,YES,,,,
public,databasechangeloglock,lockedby,4,character varying,YES,,255.0,,
public,dictionary_reference,id,1,bigint,NO,,,64.0,0.0
public,dictionary_reference,dictionary_identifier,2,character varying,NO,,255.0,,
public,dictionary_reference,dictionary_namespace,3,character varying,YES,,255.0,,
public,dictionary_reference,dictionary_web_uri,4,character varying,YES,,255.0,,
public,dictionary_reference,dictionary_api_uri,5,character varying,YES,,255.0,,
public,dictionary_reference,ifd_guid,6,character varying,YES,,255.0,,
public,dictionary_reference,legacy_guid,7,character varying,YES,,255.0,,
public,dictionary_reference,legacy_guid_as_ifc_global_id,8,character varying,YES,,255.0,,
public,document,id,1,bigint,NO,,,64.0,0.0
public,document,name,2,character varying,NO,,255.0,,
public,document,created_on,3,timestamp without time zone,YES,,,,
public,document,category,4,character varying,YES,,255.0,,
public,document,approval_by,5,character varying,YES,,255.0,,
public,document,stage,6,character varying,YES,,255.0,,
public,document,ext_system,7,character varying,YES,,255.0,,
public,document,ext_object,8,character varying,YES,,255.0,,
public,document,ext_identifier,9,character varying,YES,,255.0,,
public,document,document_guid,10,character varying,YES,,255.0,,
public,document,owning_facility_id,11,bigint,NO,,,64.0,0.0
public,document,created_by_id,12,bigint,YES,,,64.0,0.0
public,document,created_by_user,13,character varying,YES,,50.0,,
public,document,created_date,14,timestamp without time zone,YES,now(),,,
public,document,last_modified_by,15,character varying,YES,,50.0,,
public,document,last_modified_date,16,timestamp without time zone,YES,,,,
public,document,system_id,17,bigint,YES,,,64.0,0.0
public,document,file_size,18,bigint,YES,,,64.0,0.0
public,document,version,19,bigint,YES,,,64.0,0.0
public,document,predefined_type,20,character varying,YES,,255.0,,
public,document,is_folder,21,boolean,NO,false,,,
public,document,is_contract,22,boolean,NO,false,,,
public,document,model_id,23,bigint,YES,,,64.0,0.0
public,document,jhi_directory_txt,24,text,YES,,,,
public,document,jhi_file_txt,25,text,YES,,,,
public,document,description_txt,26,text,YES,,,,
public,document,reference_txt,27,text,YES,,,,
public,document,origin_name,28,character varying,YES,NULL::character varying,255.0,,
public,document,name_convention,29,character varying,YES,,255.0,,
public,document,name_convention_description,30,character varying,YES,,255.0,,
public,document,is_annotated,31,boolean,NO,false,,,
public,document,is_locked,32,boolean,NO,false,,,
public,document,thumbnail_guid,33,character varying,YES,NULL::character varying,255.0,,
public,document,yaw_offset,34,character varying,YES,NULL::character varying,255.0,,
public,document,pitch_offset,35,character varying,YES,NULL::character varying,255.0,,
public,document,viewer_position,36,character varying,YES,NULL::character varying,255.0,,
public,document_annotation,id,1,bigint,NO,,,64.0,0.0
public,document_annotation,xfdf_string,2,text,NO,,,,
public,document_annotation,document_guid,3,character varying,NO,,255.0,,
public,document_annotation,document_id,4,bigint,YES,,,64.0,0.0
public,document_annotation,created_by_user,5,character varying,YES,,50.0,,
public,document_annotation,created_date,6,timestamp without time zone,YES,now(),,,
public,document_annotation,last_modified_by,7,character varying,YES,,50.0,,
public,document_annotation,last_modified_date,8,timestamp without time zone,YES,,,,
public,document_attributes,attributes_id,1,bigint,NO,,,64.0,0.0
public,document_attributes,documents_id,2,bigint,NO,,,64.0,0.0
public,document_attributes_aud,documents_id,1,bigint,NO,,,64.0,0.0
public,document_attributes_aud,attributes_id,2,bigint,NO,,,64.0,0.0
public,document_attributes_aud,rev,3,bigint,NO,,,64.0,0.0
public,document_attributes_aud,revend,4,bigint,YES,,,64.0,0.0
public,document_attributes_aud,revtype,5,smallint,YES,,,16.0,0.0
public,document_aud,id,1,bigint,NO,,,64.0,0.0
public,document_aud,name,2,character varying,YES,,255.0,,
public,document_aud,created_on,3,timestamp without time zone,YES,,,,
public,document_aud,category,4,character varying,YES,,255.0,,
public,document_aud,approval_by,5,character varying,YES,,255.0,,
public,document_aud,stage,6,character varying,YES,,255.0,,
public,document_aud,ext_system,7,character varying,YES,,255.0,,
public,document_aud,ext_object,8,character varying,YES,,255.0,,
public,document_aud,ext_identifier,9,character varying,YES,,255.0,,
public,document_aud,document_guid,10,character varying,YES,,255.0,,
public,document_aud,owning_facility_id,11,bigint,YES,,,64.0,0.0
public,document_aud,created_by_id,12,bigint,YES,,,64.0,0.0
public,document_aud,rev,13,bigint,NO,,,64.0,0.0
public,document_aud,revend,14,bigint,YES,,,64.0,0.0
public,document_aud,revtype,15,smallint,NO,,,16.0,0.0
public,document_aud,created_by_user,16,character varying,YES,,50.0,,
public,document_aud,created_date,17,timestamp without time zone,YES,now(),,,
public,document_aud,last_modified_by,18,character varying,YES,,50.0,,
public,document_aud,last_modified_date,19,timestamp without time zone,YES,,,,
public,document_aud,system_id,20,bigint,YES,,,64.0,0.0
public,document_aud,file_size,21,bigint,YES,,,64.0,0.0
public,document_aud,version,22,bigint,YES,,,64.0,0.0
public,document_aud,predefined_type,23,character varying,YES,,255.0,,
public,document_aud,is_folder,24,boolean,YES,,,,
public,document_aud,jhi_directory_txt,25,text,YES,,,,
public,document_aud,jhi_file_txt,26,text,YES,,,,
public,document_aud,description_txt,27,text,YES,,,,
public,document_aud,reference_txt,28,text,YES,,,,
public,document_aud,origin_name,29,character varying,YES,NULL::character varying,255.0,,
public,document_aud,name_convention,30,character varying,YES,,255.0,,
public,document_aud,name_convention_description,31,character varying,YES,,255.0,,
public,document_aud,is_annotated,32,boolean,YES,,,,
public,document_aud,is_locked,33,boolean,YES,,,,
public,document_aud,thumbnail_guid,34,character varying,YES,NULL::character varying,255.0,,
public,document_aud,yaw_offset,35,character varying,YES,NULL::character varying,255.0,,
public,document_aud,pitch_offset,36,character varying,YES,NULL::character varying,255.0,,
public,document_aud,viewer_position,37,character varying,YES,NULL::character varying,255.0,,
public,document_authorized_editors,authorized_editors_id,1,bigint,NO,,,64.0,0.0
public,document_authorized_editors,documents_id,2,bigint,NO,,,64.0,0.0
public,document_authorized_editors_aud,documents_id,1,bigint,NO,,,64.0,0.0
public,document_authorized_editors_aud,authorized_editors_id,2,bigint,NO,,,64.0,0.0
public,document_authorized_editors_aud,rev,3,bigint,NO,,,64.0,0.0
public,document_authorized_editors_aud,revend,4,bigint,YES,,,64.0,0.0
public,document_authorized_editors_aud,revtype,5,smallint,YES,,,16.0,0.0
public,document_documents,documents_id,1,bigint,NO,,,64.0,0.0
public,document_documents,document_id,2,bigint,NO,,,64.0,0.0
public,document_documents_aud,document_id,1,bigint,NO,,,64.0,0.0
public,document_documents_aud,documents_id,2,bigint,NO,,,64.0,0.0
public,document_documents_aud,rev,3,bigint,NO,,,64.0,0.0
public,document_documents_aud,revend,4,bigint,YES,,,64.0,0.0
public,document_documents_aud,revtype,5,smallint,YES,,,16.0,0.0
public,document_download_link,id,1,bigint,NO,,,64.0,0.0
public,document_download_link,id_token,2,character varying,YES,,510.0,,
public,document_download_link,type,3,character varying,NO,,255.0,,
public,document_download_link,validity_date,4,timestamp without time zone,NO,,,,
public,document_download_link,user_id,5,bigint,NO,,,64.0,0.0
public,document_download_link,document_id,6,bigint,NO,,,64.0,0.0
public,document_download_link,created_on,7,timestamp without time zone,YES,,,,
public,document_download_link,created_by_id,8,bigint,YES,,,64.0,0.0
public,email,id,1,bigint,NO,,,64.0,0.0
public,email,sent_date,2,timestamp without time zone,YES,,,,
public,email,sent_status,3,character varying,YES,,255.0,,
public,email,entity_type,4,character varying,YES,,255.0,,
public,email,entity_type_category,5,character varying,YES,,255.0,,
public,email,entity_type_id,6,bigint,YES,,,64.0,0.0
public,email,checksum,7,character varying,YES,,32.0,,
public,email,subject_txt,8,text,YES,,,,
public,email,content_txt,9,text,YES,,,,
public,email,recipients_txt,10,text,YES,,,,
public,email,business_checksum,11,character varying,YES,,32.0,,
public,facility,id,1,bigint,NO,,,64.0,0.0
public,facility,name,2,character varying,NO,,255.0,,
public,facility,created_on,3,timestamp without time zone,YES,,,,
public,facility,external_site_object,4,character varying,YES,,255.0,,
public,facility,external_project_object,5,character varying,YES,,255.0,,
public,facility,external_facility_object,6,character varying,YES,,255.0,,
public,facility,category,7,character varying,YES,,255.0,,
public,facility,site_name,8,character varying,YES,,255.0,,
public,facility,external_facility_identifier,9,character varying,YES,,255.0,,
public,facility,external_site_identifier,10,character varying,YES,,255.0,,
public,facility,external_project_identifier,11,character varying,YES,,255.0,,
public,facility,phase,12,character varying,YES,,255.0,,
public,facility,area_measurement,13,character varying,YES,,255.0,,
public,facility,external_system,14,character varying,YES,,255.0,,
public,facility,project_name,15,character varying,YES,,255.0,,
public,facility,facility_type,16,character varying,YES,,255.0,,
public,facility,facility_type_detail,17,character varying,YES,,255.0,,
public,facility,facility_type_detail_name,18,character varying,YES,,255.0,,
public,facility,image_guid,19,character varying,YES,,255.0,,
public,facility,information_id,20,bigint,YES,,,64.0,0.0
public,facility,created_by_id,21,bigint,YES,,,64.0,0.0
public,facility,linear_unit_id,22,bigint,YES,,,64.0,0.0
public,facility,area_unit_id,23,bigint,YES,,,64.0,0.0
public,facility,volume_unit_id,24,bigint,YES,,,64.0,0.0
public,facility,currency_unit_id,25,bigint,YES,,,64.0,0.0
public,facility,project_id,26,bigint,NO,,,64.0,0.0
public,facility,created_by_user,27,character varying,YES,,50.0,,
public,facility,created_date,28,timestamp without time zone,YES,now(),,,
public,facility,last_modified_by,29,character varying,YES,,50.0,,
public,facility,last_modified_date,30,timestamp without time zone,YES,,,,
public,facility,jhi_version,31,bigint,YES,,,64.0,0.0
public,facility,webgl_guid,32,character varying,YES,,36.0,,
public,facility,ifc_reference,33,character varying,YES,,255.0,,
public,facility,predefined_type,34,character varying,YES,,255.0,,
public,facility,description_txt,35,text,YES,,,,
public,facility,site_description_txt,36,text,YES,,,,
public,facility,project_description_txt,37,text,YES,,,,
public,facility,laz_guid,38,character varying,YES,,36.0,,
public,facility,preview_guid,39,character varying,YES,,255.0,,
public,facility_attributes,attributes_id,1,bigint,NO,,,64.0,0.0
public,facility_attributes,facilities_id,2,bigint,NO,,,64.0,0.0
public,facility_attributes_aud,facilities_id,1,bigint,NO,,,64.0,0.0
public,facility_attributes_aud,attributes_id,2,bigint,NO,,,64.0,0.0
public,facility_attributes_aud,rev,3,bigint,NO,,,64.0,0.0
public,facility_attributes_aud,revend,4,bigint,YES,,,64.0,0.0
public,facility_attributes_aud,revtype,5,smallint,YES,,,16.0,0.0
public,facility_aud,id,1,bigint,NO,,,64.0,0.0
public,facility_aud,name,2,character varying,YES,,255.0,,
public,facility_aud,created_on,3,timestamp without time zone,YES,,,,
public,facility_aud,external_site_object,4,character varying,YES,,255.0,,
public,facility_aud,external_project_object,5,character varying,YES,,255.0,,
public,facility_aud,external_facility_object,6,character varying,YES,,255.0,,
public,facility_aud,category,7,character varying,YES,,255.0,,
public,facility_aud,site_name,8,character varying,YES,,255.0,,
public,facility_aud,external_facility_identifier,9,character varying,YES,,255.0,,
public,facility_aud,external_site_identifier,10,character varying,YES,,255.0,,
public,facility_aud,external_project_identifier,11,character varying,YES,,255.0,,
public,facility_aud,phase,12,character varying,YES,,255.0,,
public,facility_aud,area_measurement,13,character varying,YES,,255.0,,
public,facility_aud,external_system,14,character varying,YES,,255.0,,
public,facility_aud,project_name,15,character varying,YES,,255.0,,
public,facility_aud,facility_type,16,character varying,YES,,255.0,,
public,facility_aud,facility_type_detail,17,character varying,YES,,255.0,,
public,facility_aud,facility_type_detail_name,18,character varying,YES,,255.0,,
public,facility_aud,image_guid,19,character varying,YES,,255.0,,
public,facility_aud,information_id,20,bigint,YES,,,64.0,0.0
public,facility_aud,created_by_id,21,bigint,YES,,,64.0,0.0
public,facility_aud,linear_unit_id,22,bigint,YES,,,64.0,0.0
public,facility_aud,area_unit_id,23,bigint,YES,,,64.0,0.0
public,facility_aud,volume_unit_id,24,bigint,YES,,,64.0,0.0
public,facility_aud,currency_unit_id,25,bigint,YES,,,64.0,0.0
public,facility_aud,project_id,26,bigint,YES,,,64.0,0.0
public,facility_aud,rev,27,bigint,NO,,,64.0,0.0
public,facility_aud,revend,28,bigint,YES,,,64.0,0.0
public,facility_aud,revtype,29,smallint,NO,,,16.0,0.0
public,facility_aud,created_by_user,30,character varying,YES,,50.0,,
public,facility_aud,created_date,31,timestamp without time zone,YES,now(),,,
public,facility_aud,last_modified_by,32,character varying,YES,,50.0,,
public,facility_aud,last_modified_date,33,timestamp without time zone,YES,,,,
public,facility_aud,jhi_version,34,bigint,YES,,,64.0,0.0
public,facility_aud,webgl_guid,35,character varying,YES,,36.0,,
public,facility_aud,ifc_reference,36,character varying,YES,,255.0,,
public,facility_aud,predefined_type,37,character varying,YES,,255.0,,
public,facility_aud,description_txt,38,text,YES,,,,
public,facility_aud,site_description_txt,39,text,YES,,,,
public,facility_aud,project_description_txt,40,text,YES,,,,
public,facility_aud,laz_guid,41,character varying,YES,,36.0,,
public,facility_aud,preview_guid,42,character varying,YES,,255.0,,
public,facility_documents,documents_id,1,bigint,NO,,,64.0,0.0
public,facility_documents,facilities_id,2,bigint,NO,,,64.0,0.0
public,facility_documents_aud,facilities_id,1,bigint,NO,,,64.0,0.0
public,facility_documents_aud,documents_id,2,bigint,NO,,,64.0,0.0
public,facility_documents_aud,rev,3,bigint,NO,,,64.0,0.0
public,facility_documents_aud,revend,4,bigint,YES,,,64.0,0.0
public,facility_documents_aud,revtype,5,smallint,YES,,,16.0,0.0
public,facility_impacts,impacts_id,1,bigint,NO,,,64.0,0.0
public,facility_impacts,facilities_id,2,bigint,NO,,,64.0,0.0
public,facility_impacts_aud,facilities_id,1,bigint,NO,,,64.0,0.0
public,facility_impacts_aud,impacts_id,2,bigint,NO,,,64.0,0.0
public,facility_impacts_aud,rev,3,bigint,NO,,,64.0,0.0
public,facility_impacts_aud,revend,4,bigint,YES,,,64.0,0.0
public,facility_impacts_aud,revtype,5,smallint,YES,,,16.0,0.0
public,file_operation,id,1,bigint,NO,,,64.0,0.0
public,file_operation,name,2,character varying,NO,,255.0,,
public,file_operation,status,3,character varying,NO,,255.0,,
public,file_operation,jhi_type,4,character varying,NO,,255.0,,
public,file_operation,started,5,timestamp without time zone,YES,,,,
public,file_operation,finished,6,timestamp without time zone,YES,,,,
public,file_operation,total,7,integer,YES,,,32.0,0.0
public,file_operation,jhi_current,8,integer,YES,,,32.0,0.0
public,file_operation,project_id,9,bigint,YES,,,64.0,0.0
public,file_operation,file_document_guid,10,character varying,YES,,255.0,,
public,file_operation,relation_type,11,character varying,YES,,255.0,,
public,file_operation,relation_id,12,bigint,YES,,,64.0,0.0
public,file_operation,validation_document_guid,13,character varying,YES,,255.0,,
public,file_operation,alternative_document_guid,14,character varying,YES,,255.0,,
public,file_operation,content_txt,15,text,YES,,,,
public,file_operation,model_id,16,bigint,YES,,,64.0,0.0
public,file_operation,created_by_user,17,character varying,YES,NULL::character varying,50.0,,
public,file_operation,created_date,18,timestamp without time zone,YES,,,,
public,file_operation,last_modified_by,19,character varying,YES,NULL::character varying,50.0,,
public,file_operation,last_modified_date,20,timestamp without time zone,YES,,,,
public,file_reference,id,1,bigint,NO,,,64.0,0.0
public,file_reference,guid,2,character varying,NO,,255.0,,
public,file_reference,name,3,character varying,NO,,255.0,,
public,file_reference,jhi_type,4,character varying,NO,,255.0,,
public,file_reference,project_id,5,bigint,YES,,,64.0,0.0
public,file_reference,mime_type,6,character varying,YES,,255.0,,
public,file_reference,origin_name,7,character varying,YES,,255.0,,
public,file_reference,file_size,8,bigint,YES,,,64.0,0.0
public,file_reference,created_by_user,9,character varying,YES,,50.0,,
public,file_reference,created_date,10,timestamp without time zone,YES,now(),,,
public,file_reference,last_modified_by,11,character varying,YES,,50.0,,
public,file_reference,last_modified_date,12,timestamp without time zone,YES,now(),,,
public,file_reference,alternative_guid,13,character varying,YES,,255.0,,
public,floor,id,1,bigint,NO,,,64.0,0.0
public,floor,name,2,character varying,NO,,255.0,,
public,floor,created_on,3,timestamp without time zone,YES,,,,
public,floor,ext_system,4,character varying,YES,,255.0,,
public,floor,ext_object,5,character varying,YES,,255.0,,
public,floor,ext_identifier,6,character varying,YES,,255.0,,
public,floor,category,7,character varying,YES,,255.0,,
public,floor,elevation,8,numeric,YES,,,,
public,floor,height,9,numeric,YES,,,,
public,floor,image_guid,10,character varying,YES,,255.0,,
public,floor,created_by_id,11,bigint,YES,,,64.0,0.0
public,floor,facility_id,12,bigint,NO,,,64.0,0.0
public,floor,ifc_reference,13,character varying,YES,,255.0,,
public,floor,created_by_user,14,character varying,YES,,50.0,,
public,floor,created_date,15,timestamp without time zone,YES,now(),,,
public,floor,last_modified_by,16,character varying,YES,,50.0,,
public,floor,last_modified_date,17,timestamp without time zone,YES,,,,
public,floor,jhi_version,18,bigint,YES,,,64.0,0.0
public,floor,predefined_type,19,character varying,YES,,255.0,,
public,floor,model_id,20,bigint,YES,,,64.0,0.0
public,floor,description_txt,21,text,YES,,,,
public,floor_attributes,attributes_id,1,bigint,NO,,,64.0,0.0
public,floor_attributes,floors_id,2,bigint,NO,,,64.0,0.0
public,floor_attributes_aud,floors_id,1,bigint,NO,,,64.0,0.0
public,floor_attributes_aud,attributes_id,2,bigint,NO,,,64.0,0.0
public,floor_attributes_aud,rev,3,bigint,NO,,,64.0,0.0
public,floor_attributes_aud,revend,4,bigint,YES,,,64.0,0.0
public,floor_attributes_aud,revtype,5,smallint,YES,,,16.0,0.0
public,floor_aud,id,1,bigint,NO,,,64.0,0.0
public,floor_aud,name,2,character varying,YES,,255.0,,
public,floor_aud,created_on,3,timestamp without time zone,YES,,,,
public,floor_aud,ext_system,4,character varying,YES,,255.0,,
public,floor_aud,ext_object,5,character varying,YES,,255.0,,
public,floor_aud,ext_identifier,6,character varying,YES,,255.0,,
public,floor_aud,category,7,character varying,YES,,255.0,,
public,floor_aud,elevation,8,numeric,YES,,,,
public,floor_aud,height,9,numeric,YES,,,,
public,floor_aud,ifc_reference,10,character varying,YES,,255.0,,
public,floor_aud,image_guid,11,character varying,YES,,255.0,,
public,floor_aud,created_by_id,12,bigint,YES,,,64.0,0.0
public,floor_aud,facility_id,13,bigint,YES,,,64.0,0.0
public,floor_aud,rev,14,bigint,NO,,,64.0,0.0
public,floor_aud,revend,15,bigint,YES,,,64.0,0.0
public,floor_aud,revtype,16,smallint,NO,,,16.0,0.0
public,floor_aud,created_by_user,17,character varying,YES,,50.0,,
public,floor_aud,created_date,18,timestamp without time zone,YES,now(),,,
public,floor_aud,last_modified_by,19,character varying,YES,,50.0,,
public,floor_aud,last_modified_date,20,timestamp without time zone,YES,,,,
public,floor_aud,predefined_type,21,character varying,YES,,255.0,,
public,floor_aud,description_txt,22,text,YES,,,,
public,floor_documents,documents_id,1,bigint,NO,,,64.0,0.0
public,floor_documents,floors_id,2,bigint,NO,,,64.0,0.0
public,floor_documents_aud,floors_id,1,bigint,NO,,,64.0,0.0
public,floor_documents_aud,documents_id,2,bigint,NO,,,64.0,0.0
public,floor_documents_aud,rev,3,bigint,NO,,,64.0,0.0
public,floor_documents_aud,revend,4,bigint,YES,,,64.0,0.0
public,floor_documents_aud,revtype,5,smallint,YES,,,16.0,0.0
public,floor_impacts,impacts_id,1,bigint,NO,,,64.0,0.0
public,floor_impacts,floors_id,2,bigint,NO,,,64.0,0.0
public,floor_impacts_aud,floors_id,1,bigint,NO,,,64.0,0.0
public,floor_impacts_aud,impacts_id,2,bigint,NO,,,64.0,0.0
public,floor_impacts_aud,rev,3,bigint,NO,,,64.0,0.0
public,floor_impacts_aud,revend,4,bigint,YES,,,64.0,0.0
public,floor_impacts_aud,revtype,5,smallint,YES,,,16.0,0.0
public,general_individual_asset_identifier,id,1,bigint,NO,,,64.0,0.0
public,general_individual_asset_identifier,giai,2,character varying,NO,,12.0,,
public,general_individual_asset_identifier,entity_id,4,bigint,NO,,,64.0,0.0
public,general_individual_asset_identifier,entity_type,5,character varying,NO,,255.0,,
public,general_individual_asset_identifier,created_by_user,6,character varying,YES,,50.0,,
public,general_individual_asset_identifier,created_date,7,timestamp without time zone,YES,now(),,,
public,general_individual_asset_identifier,last_modified_by,8,character varying,YES,,50.0,,
public,general_individual_asset_identifier,last_modified_date,9,timestamp without time zone,YES,,,,
public,idp_applicability_template,id,1,bigint,NO,,,64.0,0.0
public,idp_applicability_template,name,2,character varying,NO,,255.0,,
public,idp_applicability_template,description,3,character varying,YES,,255.0,,
public,idp_applicability_template,long_description,4,text,YES,,,,
