query_id,model,category,complexity_level,paraphrase_group_id,is_standard_wording,expected_function,actual_function,expected_parameters,actual_parameters,function_correct,parameters_correct,parameter_level_accuracy,execution_success,fully_correct_call,answer_correct,list_recall,latency_total,latency_tool_call,latency_sql,latency_final_answer,error_category,final_answer,expected_answer_values
q11,qwen/qwen3-32b,counting,L2,g04,False,count_components,count_components,"{'component_type': 'IfcWindow', 'floor': '2. Obergeschoss'}","{'component_type': 'IfcWindow', 'floor': '2. Obergeschoss'}",True,True,1.0,True,True,True,,23520.950500038452,14864.989900030196,97.17209998052567,8558.788500027731,none,"The second upper floor (""2. Obergeschoss"") contains **52 window elements** (IfcWindow). This data is sourced from facility ID 124851.",[52]
q12,qwen/qwen3-32b,counting,L2,g05,True,count_components,count_components,{'component_type': 'IfcDoor'},{'component_type': 'IfcDoor'},True,True,1.0,True,True,True,,17152.782399964053,13571.865400008392,79.39739996800199,3501.5195999876596,none,"The building has a total of 123 doors. This count applies to all floors and is based on the ""IfcDoor"" component type.",[123]
q13,qwen/qwen3-32b,counting,L2,g05,False,count_components,count_components,{'component_type': 'IfcDoor'},{'component_type': 'IfcDoor'},True,True,1.0,True,True,True,,14051.81359994458,13571.661599969957,81.83899999130517,398.31299998331815,none,The facility contains 123 doors (IfcDoor type) across all floors. This count is for facility ID 124851.,[123]
q14,qwen/qwen3-32b,counting,L2,g05,False,count_components,count_components,{'component_type': 'IfcDoor'},{'component_type': 'IfcDoor'},True,True,1.0,True,True,True,,17294.652999960817,16764.96689999476,76.70059998054057,452.98549998551607,none,The total number of door components (IfcDoor) across all floors is 123. This count is retrieved for the entire facility.,[123]
q15,qwen/qwen3-32b,counting,L2,g06,True,count_components,count_components,"{'component_type': 'IfcWindow', 'floor': 'Erdgeschoss'}","{'component_type': 'IfcWindow', 'floor': 'Erdgeschoss'}",True,True,1.0,True,True,True,,19417.91189997457,13749.960999994073,105.2664999733679,5562.684400007129,none,The ground floor (Erdgeschoss) has 16 windows (IfcWindow) in facility 124851.,[16]
q16,qwen/qwen3-32b,counting,L2,g06,False,count_components,count_components,"{'component_type': 'IfcWindow', 'floor': 'Erdgeschoss'}","{'component_type': 'IfcWindow', 'floor': 'Erdgeschoss'}",True,True,1.0,True,True,True,,24851.070300035644,20691.813500015996,96.32279997458681,4062.934000045061,none,The Erdgeschoss floor contains 16 windows (IfcWindow type). This data is sourced from facility ID 124851.,[16]
q17,qwen/qwen3-32b,counting,L2,g07,True,count_components,count_components,"{'component_type': 'IfcSpaceHeater', 'floor': '1. Obergeschoss'}",{},True,False,0.0,False,False,False,,19815.958699968178,13859.786999993958,0.044899992644786835,5956.1267999815755,incorrect_parameter_value,"The component type ""space heaters"" is not recognized for facility 124851. Available types include ""IfcSpaceHeater"" (note the exact naming requirement). No data was retrieved due to this parameter mismatch.",[24]
q18,qwen/qwen3-32b,counting,L2,g07,False,count_components,count_components,"{'component_type': 'IfcSpaceHeater', 'floor': '1. Obergeschoss'}",{},True,False,0.0,False,False,False,,22471.938000060618,13547.499700041953,0.06280001252889633,8924.375500006136,incorrect_parameter_value,"The component type ""radiators"" is not available in facility 124851. Available types include IfcSpaceHeater, IfcWall, IfcWindow, and others. Please verify the component type or use `list_queryable_component_types()` for the full list.",[24]
q19,qwen/qwen3-32b,counting,L2,g08,True,count_components,count_components,{'component_type': 'IfcWindow'},{'component_type': 'IfcWindow'},True,True,1.0,True,True,True,,15707.365799986292,13618.63009998342,97.18270000303164,1991.5529999998398,none,"The facility (ID: 124851) has a total of 272 windows. This count applies to all floors and is based on components classified as ""IfcWindow"".",[272]
q20,qwen/qwen3-32b,counting,L2,g08,False,count_components,count_components,{'component_type': 'IfcWindow'},{'component_type': 'IfcWindow'},True,True,1.0,True,True,True,,17554.267700004857,12675.672599987593,76.94550004089251,4801.649599976372,none,The building has a total of 272 windows (IfcWindow type) across all floors. This count is retrieved for the entire facility.,[272]
q21,qwen/qwen3-32b,counting,L2,g09,True,count_components,count_components,{'component_type': 'IfcColumn'},{'component_type': 'IfcColumn'},True,True,1.0,True,True,True,,21698.09850002639,16879.45080001373,122.87640001159161,4695.77130000107,none,The building has **64 columns** (IfcColumn type) in total across all floors. The count is based on facility ID 124851.,[64]
q22,qwen/qwen3-32b,counting,L2,g09,False,count_components,count_components,{'component_type': 'IfcColumn'},{'component_type': 'IfcColumn'},True,True,1.0,True,True,True,,15367.385799996555,14629.21029998688,93.04840001277626,645.1270999968983,none,The facility contains 64 columns (IfcColumn type). This count applies to the entire facility (ID: 124851). No floor-specific data is available.,[64]
q23,qwen/qwen3-32b,counting,L2,g10,True,count_components,count_components,"{'component_type': 'IfcDoor', 'floor': '2. Obergeschoss'}","{'component_type': 'IfcDoor', 'floor': '2. Obergeschoss'}",True,True,1.0,True,True,True,,16122.013100015465,14510.058899992146,91.29160002339631,1520.6625999999233,none,There is 1 door on the second floor (2. Obergeschoss) in facility 124851.,[1]
q24,qwen/qwen3-32b,counting,L2,g10,False,count_components,count_components,"{'component_type': 'IfcDoor', 'floor': '2. Obergeschoss'}","{'component_type': 'IfcDoor', 'floor': '2. Obergeschoss'}",True,True,1.0,True,True,True,,16396.31800004281,11842.896900023334,93.05399999720976,4460.367100022268,none,"There is 1 door on level two (floor ""2. Obergeschoss""). Facility ID: 124851.",[1]
q25,qwen/qwen3-32b,attribute,L2,g11,True,get_component_attributes,get_component_attributes,"{'component_type': 'IfcWindow', 'floor': '2. Obergeschoss'}","{'component_type': 'IfcWindow', 'floor': '2. Obergeschoss'}",True,True,1.0,True,True,True,,36286.499199981336,15749.323999974877,111.2190000130795,20425.95619999338,none,"The second floor (2. Obergeschoss) has 52 windows with varying heights and widths. Most fixed windows (e.g., component ID 527198) have a height of 3.485 meters and widths ranging from 1.52 to 1.82 meters, while door-window assemblies (e.g., component ID 527800) measure 2.805 meters in height with widths of 3.34–6.3 meters. Data source: Facility ID 124851.",[52]
q26,qwen/qwen3-32b,attribute,L2,g11,False,get_component_attributes,get_component_attributes,"{'component_type': 'IfcWindow', 'floor': '2. Obergeschoss'}","{'component_type': 'IfcWindow', 'floor': '2. Obergeschoss'}",True,True,1.0,True,True,True,,38251.47870002547,15689.625600003637,100.39759997744113,22461.455500044394,none,"The 52 windows on level two (floor ""2. Obergeschoss"") have varying dimensions. Common widths include 1.52–1.82m and 3.34–6.3m (for door-window assemblies), with heights primarily 2.595–3.485m. Full details for individual components (e.g., component ID 527198: 1.58m × 3.485m) are available in the dataset (facility ID 124851).",[52]
q27,qwen/qwen3-32b,attribute,L2,g11,False,get_component_attributes,get_component_attributes,"{'component_type': 'IfcWindow', 'floor': '2. Obergeschoss'}","{'component_type': 'IfcWindow', 'floor': '2. Obergeschoss'}",True,True,1.0,True,True,True,,36176.78810004145,15953.793900029268,98.05119998054579,20124.943000031635,none,"On the 2. Obergeschoss, window heights are 3.485 meters (standard windows) and 2.805/2.595 meters (door-window assemblies). The data includes 52 components, with most standard windows at 3.485 m.",[52]
q28,qwen/qwen3-32b,attribute,L2,g12,True,get_component_attributes,get_component_attributes,"{'component_type': 'IfcDoor', 'floor': 'Erdgeschoss'}","{'component_type': 'IfcDoor', 'floor': 'Erdgeschoss'}",True,True,1.0,True,True,False,,28997.918399982154,21612.18050000025,90.93409997876734,7294.803800003137,correct_call_incorrect_final_response,"The doors on the ground floor (Erdgeschoss) have varying dimensions: most are **3.34–3.45 meters wide** and **2.805 meters tall**, while one door measures **5.22 meters wide** and **2.9 meters tall**. These values apply to **IfcDoor** components. Data source: facility ID 124851.",[5]
q29,qwen/qwen3-32b,attribute,L2,g12,False,get_component_attributes,get_component_attributes,"{'component_type': 'IfcDoor', 'floor': 'Erdgeschoss'}","{'component_type': 'IfcDoor', 'floor': 'Erdgeschoss'}",True,True,1.0,True,True,False,,16959.9991000141,15773.853600025177,113.7864000047557,1072.359099984169,correct_call_incorrect_final_response,"The doors in the Erdgeschoss (facility ID 124851) have varying heights and widths. For example, component 521726 has a height of 2.805 meters and width of 3.45 meters, while component 522344 measures 2.9 meters in height and 5.22 meters in width. Five door-window assemblies were retrieved with these dimensions.",[5]
q30,qwen/qwen3-32b,aggregation,L3,g13,True,calculate_total_component_area,calculate_total_component_area,{'component_type': 'IfcWindow'},{'component_type': 'IfcWindow'},True,True,1.0,True,True,True,,19765.37910004845,14707.139900012407,102.46880003251135,4955.77040000353,none,"The total window area in the building is **1,787.95 m²**, calculated using width × height measurements for 272 windows (component type: IfcWindow). Data source: Facility ID 124851.",[1787.953]
q31,qwen/qwen3-32b,aggregation,L3,g13,False,calculate_total_component_area,calculate_total_component_area,{'component_type': 'IfcWindow'},{'component_type': 'IfcWindow'},True,True,1.0,True,True,True,,8428.254900034517,582.1035000262782,113.89380000764504,7732.257600000594,none,"The total area of all windows in the facility (ID 124851) is **1,787.95 m²**, calculated using width × height measurements for 272 window components. This includes all floors and spaces.",[1787.953]
q32,qwen/qwen3-32b,aggregation,L3,g13,False,calculate_total_component_area,calculate_total_component_area,{'component_type': 'IfcWindow'},{'component_type': 'IfcWindow'},True,True,1.0,True,True,True,,20822.8686999646,12923.02909999853,99.47079996345565,7800.368800002616,none,"The total window area across the entire facility (ID 124851) is **1,787.95 m²**, calculated using width × height data from 272 window components. No floor-specific breakdown is available.",[1787.953]
q33,qwen/qwen3-32b,aggregation,L3,g14,True,calculate_total_component_area,calculate_total_component_area,"{'component_type': 'IfcWindow', 'floor': '2. Obergeschoss'}","{'component_type': 'IfcWindow', 'floor': '2. Obergeschoss'}",True,True,1.0,True,True,True,,22719.378700014204,14685.39730005432,98.23399997549132,7935.747399984393,none,"The total window area on the second floor (2. Obergeschoss) is **384.08 m²**, calculated using width × height data from 52 windows. The facility ID is 124851.",[384.078]
q34,qwen/qwen3-32b,aggregation,L3,g14,False,calculate_total_component_area,calculate_total_component_area,"{'component_type': 'IfcWindow', 'floor': '2. Obergeschoss'}","{'component_type': 'IfcWindow', 'floor': '2. Obergeschoss'}",True,True,1.0,True,True,True,,19375.75399997877,13586.106600007042,113.79449995001778,5675.8529000217095,none,"The total window area on floor ""2. Obergeschoss"" is **384.08 m²** (component type: IfcWindow), calculated using width × height data from 52 windows. Source component IDs are available upon request.",[384.078]
q35,qwen/qwen3-32b,aggregation,L3,g14,False,calculate_total_component_area,calculate_total_component_area,"{'component_type': 'IfcWindow', 'floor': '2. Obergeschoss'}","{'component_type': 'IfcWindow', 'floor': '2. Obergeschoss'}",True,True,1.0,True,True,True,,22838.29190005781,13970.48800002085,97.78619999997318,8770.017700036988,none,"The second upper floor (""2. Obergeschoss"") has a total window area of **384.08 m²** (calculated using width × height for 52 windows). This includes all `IfcWindow` components on that floor.",[384.078]
q36,qwen/qwen3-32b,aggregation,L3,g15,True,calculate_total_component_area,calculate_total_component_area,{'component_type': 'IfcDoor'},{'component_type': 'IfcDoor'},True,True,1.0,True,True,True,,20386.537999962457,14599.66710000299,109.24209997756407,5677.628799981903,none,"The total door area in the building is **419.02 m²**, calculated using the width × height method for **122 doors** (component type: IfcDoor). This excludes any doors with missing area data.",[419.021]
q37,qwen/qwen3-32b,aggregation,L3,g15,False,calculate_total_component_area,calculate_total_component_area,{'component_type': 'IfcDoor'},{'component_type': 'IfcDoor'},True,True,1.0,True,True,True,,20341.272299992852,13584.046499978285,89.96190002653748,6667.263899988029,none,"The combined area of all doors in the facility is **419.02 m²**, calculated using the width × height method for 122 door components. This total applies to the entire facility (no floor restriction) and includes data from source component IDs 522315, 522304, 480673, etc.",[419.021]
q38,qwen/qwen3-32b,aggregation,L3,g16,True,calculate_area_by_floor,calculate_area_by_floor,{'component_type': 'IfcWindow'},{'component_type': 'IfcWindow'},True,True,1.0,True,True,True,,23532.852600037586,13782.649000000674,499.2845000233501,9250.919100013562,none,"For facility 124851, the total window area by floor is:  
- **Untergeschoss**: 8.81 m² (15 windows)  
- **Erdgeschoss**: 98.10 m² (16 windows)  
- **1. Obergeschoss**: 560.59 m² (79 windows)  
- **2. Obergeschoss**: 384.08 m² (52 windows)  
- **Dachgeschoss**: 1.72 m² (1 window).  

All areas were calculated using width × height, as no stored area data was available.",[]
q39,qwen/qwen3-32b,aggregation,L3,g16,False,calculate_area_by_floor,calculate_area_by_floor,{'component_type': 'IfcWindow'},{'component_type': 'IfcWindow'},True,True,1.0,True,True,True,,28767.20290002413,19734.858600015286,511.79310004226863,8520.551199966576,none,"The window areas by storey for facility 124851 are: **Untergeschoss** 8.81 m² (15 windows), **Erdgeschoss** 98.10 m² (16 windows), **1. Obergeschoss** 560.59 m² (79 windows), **2. Obergeschoss** 384.08 m² (52 windows), and **Dachgeschoss** 1.72 m² (1 window). All areas were calculated using width × height.",[]
q40,qwen/qwen3-32b,multistep,L4,g17,True,find_floor_with_largest_component_area,find_floor_with_largest_component_area,{'component_type': 'IfcWindow'},{'component_type': 'IfcWindow'},True,True,1.0,True,True,True,,25548.712000017986,18123.06070001796,496.40320002799854,6929.248099972028,none,The floor with the largest total window area is **1. Obergeschoss** (Facility ID: 124851) with **560.59 m²** of windows. This calculation used width × height measurements for all 79 windows on that floor.,['1. Obergeschoss']
q41,qwen/qwen3-32b,multistep,L4,g17,False,find_floor_with_largest_component_area,find_floor_with_largest_component_area,{'component_type': 'IfcWindow'},{'component_type': 'IfcWindow'},True,True,1.0,True,True,True,,10092.664000054356,1936.0228000441566,491.9579999987036,7664.6832000114955,none,The largest window area of **560.59 m²** is located on floor **1. Obergeschoss** (component type: IfcWindow). This floor has 79 windows calculated via width × height.,['1. Obergeschoss']
q42,qwen/qwen3-32b,multistep,L4,g17,False,find_floor_with_largest_component_area,find_floor_with_largest_component_area,{'component_type': 'IfcWindow'},{'component_type': 'IfcWindow'},True,True,1.0,True,True,True,,24807.885099959094,15921.318899956532,478.1387000111863,8408.427499991376,none,"The floor with the most glazing (IfcWindow) is ""1. Obergeschoss"" with a total area of **560.59 m²**. This data is from facility ID 124851.",['1. Obergeschoss']
q43,qwen/qwen3-32b,multistep,L4,g18,True,compare_component_count_between_floors,compare_component_count_between_floors,"{'component_type': 'IfcWindow', 'floor_a': '1. Obergeschoss', 'floor_b': '2. Obergeschoss'}","{'component_type': 'IfcWindow', 'floor_a': '1. Obergeschoss', 'floor_b': '2. Obergeschoss'}",True,True,1.0,True,True,True,,22452.393499959726,16104.146800003946,325.23590000346303,6023.010799952317,none,There are 79 windows on the first upper floor (1. Obergeschoss) and 52 windows on the second upper floor (2. Obergeschoss) in facility 124851. The first upper floor has 27 more windows.,['1. Obergeschoss']
q44,qwen/qwen3-32b,multistep,L4,g18,False,compare_component_count_between_floors,compare_component_count_between_floors,"{'component_type': 'IfcWindow', 'floor_a': '1. Obergeschoss', 'floor_b': '2. Obergeschoss'}","{'component_type': 'IfcWindow', 'floor_a': '1. Obergeschoss', 'floor_b': '2. Obergeschoss'}",True,True,1.0,True,True,True,,18555.729000014253,13574.47009999305,177.95250000199303,4803.30640001921,none,"In facility 124851, the first floor (1. Obergeschoss) has 79 windows, while the second floor (2. Obergeschoss) has 52 windows, resulting in 27 more windows on the first floor.",['1. Obergeschoss']
q45,qwen/qwen3-32b,multistep,L4,g18,False,compare_component_count_between_floors,compare_component_count_between_floors,"{'component_type': 'IfcWindow', 'floor_a': '1. Obergeschoss', 'floor_b': '2. Obergeschoss'}","{'component_type': 'IfcWindow', 'floor_a': '1. Obergeschoss', 'floor_b': '2. Obergeschoss'}",True,True,1.0,True,True,True,,20844.540100020822,14993.314299965277,166.7254000203684,5684.500400035176,none,"Level one (1. Obergeschoss) has 79 windows, while level two (2. Obergeschoss) has 52 windows. Level one has 27 more windows than level two.",['1. Obergeschoss']
q46,qwen/qwen3-32b,multistep,L4,g19,True,compare_component_area_between_floors,compare_component_area_between_floors,"{'component_type': 'IfcWindow', 'floor_a': '1. Obergeschoss', 'floor_b': '2. Obergeschoss'}","{'component_type': 'IfcWindow', 'floor_a': '1. Obergeschoss', 'floor_b': '2. Obergeschoss'}",True,True,1.0,True,True,True,,20224.578299967106,9937.006399966776,195.82399999490008,10091.74790000543,none,"The window area on the first floor (1. Obergeschoss) is 560.59 m², while the second floor (2. Obergeschoss) has 384.08 m². The first floor has a larger window area by 176.51 m². (Facility ID: 124851)",['1. Obergeschoss']
q47,qwen/qwen3-32b,multistep,L4,g19,False,compare_component_area_between_floors,compare_component_area_between_floors,"{'component_type': 'IfcWindow', 'floor_a': '1. Obergeschoss', 'floor_b': '2. Obergeschoss'}","{'component_type': 'IfcWindow', 'floor_a': '1. Obergeschoss', 'floor_b': '2. Obergeschoss'}",True,True,1.0,True,True,True,,19682.494599954225,11634.961600007955,192.66269996296614,7854.870299983304,none,"The window area on level one (1. Obergeschoss) of facility 124851 is 560.59 m², compared to 384.08 m² on level two (2. Obergeschoss), resulting in a 176.51 m² difference. More windows are present on the lower level.",['1. Obergeschoss']
q48,qwen/qwen3-32b,multistep,L4,g19,False,compare_component_area_between_floors,compare_component_area_between_floors,"{'component_type': 'IfcWindow', 'floor_a': '1. Obergeschoss', 'floor_b': '2. Obergeschoss'}","{'component_type': 'IfcWindow', 'floor_a': '1. Obergeschoss', 'floor_b': '2. Obergeschoss'}",True,True,1.0,True,True,True,,16634.722300048452,14964.247700001579,192.19540001358837,1478.2792000332847,none,The first upper floor (1. Obergeschoss) has more window surface area (560.59 m²) compared to the second upper floor (2. Obergeschoss) with 384.08 m². This data is for facility ID 124851.,['1. Obergeschoss']
q49,qwen/qwen3-32b,multistep,L4,g20,True,compare_component_count_between_floors,compare_component_count_between_floors,"{'component_type': 'IfcDoor', 'floor_a': 'Erdgeschoss', 'floor_b': '2. Obergeschoss'}","{'component_type': 'IfcDoor', 'floor_a': 'Erdgeschoss', 'floor_b': '2. Obergeschoss'}",True,True,1.0,True,True,True,,17603.746199980378,11730.474199983291,181.7524000070989,5691.519599989988,none,"In facility 124851, there are 5 doors on the ground floor (Erdgeschoss) compared to 1 door on the second floor (2. Obergeschoss). The data shows 4 more doors on the ground floor.",['Erdgeschoss']
q50,qwen/qwen3-32b,multistep,L4,g20,False,compare_component_count_between_floors,compare_component_count_between_floors,"{'component_type': 'IfcDoor', 'floor_a': 'Erdgeschoss', 'floor_b': '2. Obergeschoss'}","{'component_type': 'IfcDoor', 'floor_a': 'Erdgeschoss', 'floor_b': '2. Obergeschoss'}",True,True,1.0,True,True,True,,23044.00930000702,14763.59109999612,183.84790001437068,8096.570299996529,none,"The Erdgeschoss has 5 doors, while the 2. Obergeschoss has 1 door (facility ID: 124851). There are 4 more doors on the Erdgeschoss.",['Erdgeschoss']
q51,qwen/qwen3-32b,counting,L2,g21,True,count_components,list_queryable_floors,"{'component_type': 'IfcWindow', 'floor': 'Dachgeschoss'}",{},False,False,0.0,True,False,False,,19863.01050003385,16059.230200015008,0.039300008211284876,3803.741000010632,wrong_function_selected,"The top floor (Dachgeschoss, floor_id 159901) window count is unavailable in the provided floor metadata. Component-level data like window quantities requires a separate query of building systems or spatial inventory tools.",[1]
q52,qwen/qwen3-32b,counting,L2,g21,False,count_components,count_components,"{'component_type': 'IfcWindow', 'floor': 'Dachgeschoss'}","{'component_type': 'IfcWindow', 'floor': 'Dachgeschoss'}",True,True,1.0,True,True,True,,18881.7269000574,17629.51180001255,94.00720003759488,1158.2079000072554,none,The attic (Dachgeschoss) contains 1 window (IfcWindow). Facility ID: 124851.,[1]
q53,qwen/qwen3-32b,counting,L2,g22,True,count_components,count_components,"{'component_type': 'IfcWindow', 'floor': 'Untergeschoss'}","{'component_type': 'IfcWindow', 'floor': 'Untergeschoss'}",True,True,1.0,True,True,True,,24813.253900036216,15890.408800041769,97.051199991256,8825.793900003191,none,The basement (Untergeschoss) contains 15 windows (IfcWindow). This data is sourced from facility ID 124851.,[15]
q54,qwen/qwen3-32b,counting,L2,g22,False,count_components,count_components,"{'component_type': 'IfcWindow', 'floor': 'Untergeschoss'}","{'component_type': 'IfcWindow', 'floor': 'Untergeschoss'}",True,True,1.0,True,True,True,,13562.063399935141,12829.899300006218,83.13429995905608,649.0297999698669,none,The Untergeschoss floor has 15 windows (IfcWindow type). This data is sourced from facility ID 124851.,[15]
q55,qwen/qwen3-32b,aggregation,L3,g23,True,calculate_total_component_area,calculate_total_component_area,"{'component_type': 'IfcWindow', 'floor': 'Erdgeschoss'}","{'component_type': 'IfcWindow', 'floor': 'Erdgeschoss'}",True,True,1.0,True,True,True,,21748.786799958907,17652.137900004163,102.08009998314083,3994.568799971603,none,"The total window area on the ground floor (Erdgeschoss) is **98.10 m²**, calculated using width × height data from 16 windows. The component type is `IfcWindow`. Source component IDs are available for reference.",[98.098]
q56,qwen/qwen3-32b,aggregation,L3,g23,False,calculate_total_component_area,calculate_total_component_area,"{'component_type': 'IfcWindow', 'floor': 'Erdgeschoss'}","{'component_type': 'IfcWindow', 'floor': 'Erdgeschoss'}",True,True,1.0,True,True,True,,18832.24350004457,17090.744899993297,77.4303000071086,1664.068300044164,none,"The total window area in the Erdgeschoss is **98.10 m²**, calculated using width × height for 16 windows. Data source IDs: 525970, 525971, 525972, 525973, 525974, 525975, 527774, 527775, 528552, 528554, 528555, 528559, 528565, 528566, 528567, 528568.",[98.098]
q57,qwen/qwen3-32b,counting,L2,g24,True,count_components,list_queryable_component_types,{'component_type': 'IfcSanitaryTerminal'},{},False,False,0.0,True,False,True,,24712.455000029877,9790.745900012553,0.03430002834647894,14921.674799988978,wrong_function_selected,The building contains **30 sanitary terminals** (IfcSanitaryTerminal) according to the asset component data. This count reflects all instances across the entire building.,[30]
q58,qwen/qwen3-32b,counting,L2,g24,False,count_components,count_components,{'component_type': 'IfcSanitaryTerminal'},{},True,False,0.0,False,False,False,,20492.81099997461,11723.002699960489,0.04499999340623617,8769.763300020713,incorrect_parameter_value,"The component type ""sanitary fixtures"" is not available for facility 124851. Available types include ""IfcSanitaryTerminal"" and others, but a direct count of sanitary fixtures could not be retrieved. Call `list_queryable_component_types()` to review all available component categories.",[30]
q59,qwen/qwen3-32b,counting,L2,g25,True,count_components,list_queryable_component_types,{'component_type': 'IfcSensor'},{},False,False,0.0,True,False,True,,24428.61110001104,13750.830699980725,0.024600012693554163,10677.755800017621,wrong_function_selected,The building has **50 sensors** (component type: IfcSensor) according to the asset component data.,[50]
